,symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,horsepower-binned
100,0,108,nissan,gas,std,four,sedan,fwd,front,100.4,0.6492537313432836,0.52991452991453,0.6083333333333337,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200,19,25,13499,Medium
101,3,194,nissan,gas,std,two,hatchback,rwd,front,91.3,0.4417910447761193,0.6495726495726502,0.1583333333333338,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200,19,25,17199,Medium
102,3,194,nissan,gas,turbo,two,hatchback,rwd,front,91.3,0.4417910447761193,0.6495726495726502,0.1583333333333338,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200.0,5200,17,23,19699,High
103,1,231,nissan,gas,std,two,hatchback,rwd,front,99.2,0.5582089552238807,0.6495726495726502,0.1583333333333338,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200,19,25,18399,Medium
104,0,161,peugot,gas,std,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3020,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000,19,24,11900,Low
105,0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3197,l,four,152,idi,3.70,3.52,21.0,95.0,4150,28,33,13200,Low
106,0,122.0,peugot,gas,std,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,0.9083333333333338,3230,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000,19,24,12440,Low
107,0,122.0,peugot,diesel,turbo,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,0.9083333333333338,3430,l,four,152,idi,3.70,3.52,21.0,95.0,4150,25,25,13860,Low
108,0,161,peugot,gas,std,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3075,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000,19,24,15580,Low
109,0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3252,l,four,152,idi,3.70,3.52,21.0,95.0,4150,28,33,16900,Low
110,0,122.0,peugot,gas,std,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,0.7416666666666671,3285,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000,19,24,16695,Low
111,0,122.0,peugot,diesel,turbo,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,0.9083333333333338,3485,l,four,152,idi,3.70,3.52,21.0,95.0,4150,25,25,17075,Low
112,0,161,peugot,gas,std,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000,19,24,16630,Low
113,0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3252,l,four,152,idi,3.70,3.52,21.0,95.0,4150,28,33,17950,Low
114,0,161,peugot,gas,turbo,four,sedan,rwd,front,108.0,0.6805970149253731,0.6837606837606836,0.6833333333333336,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600,18,24,18150,Medium
115,1,119,plymouth,gas,std,two,hatchback,fwd,front,93.7,0.24179104477611965,0.2991452991452991,0.25,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500,37,41,5572,Low
116,1,119,plymouth,gas,turbo,two,hatchback,fwd,front,93.7,0.24179104477611965,0.2991452991452991,0.25,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500,24,30,7957,Low
117,1,154,plymouth,gas,std,four,hatchback,fwd,front,93.7,0.24179104477611965,0.2991452991452991,0.2333333333333337,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500,31,38,6229,Low
118,1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,0.39104477611940325,0.2991452991452991,0.25,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500,31,38,6692,Low
119,1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,0.39104477611940325,0.2991452991452991,0.25,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500,31,38,7609,Low
120,-1,74,plymouth,gas,std,four,wagon,fwd,front,103.3,0.5,0.3675213675213672,1.0,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000,24,30,8921,Low
121,3,122.0,plymouth,gas,turbo,two,hatchback,rwd,front,95.9,0.4791044776119402,0.5128205128205127,0.20000000000000048,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000,19,24,12764,Medium
122,3,186,porsche,gas,std,two,hatchback,rwd,front,94.5,0.41492537313432853,0.6837606837606836,0.20000000000000048,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500,19,27,22018,Medium
123,3,122.0,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,0.31666666666666704,2756,ohcf,six,194,mpfi,3.74,2.90,9.5,207.0,5900,17,25,32528,High
124,3,122.0,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,0.31666666666666704,2756,ohcf,six,194,mpfi,3.74,2.90,9.5,207.0,5900,17,25,34028,High
125,3,122.0,porsche,gas,std,two,convertible,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,0.31666666666666704,2800,ohcf,six,194,mpfi,3.74,2.90,9.5,207.0,5900,17,25,37028,High
126,0,122.0,renault,gas,std,four,wagon,fwd,front,96.1,0.6029850746268658,0.52991452991453,0.6166666666666671,2579,ohc,four,132,mpfi,3.46,3.90,8.7,104.25615763546799,5125.369458128079,23,31,9295,Low
127,2,122.0,renault,gas,std,two,hatchback,fwd,front,96.1,0.5328358208955226,0.5384615384615381,0.22500000000000023,2460,ohc,four,132,mpfi,3.46,3.90,8.7,104.25615763546799,5125.369458128079,23,31,9895,Low
128,3,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250,21,28,11850,Low
129,2,104,saab,gas,std,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250,21,28,12170,Low
130,3,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250,21,28,15040,Low
131,2,104,saab,gas,std,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250,21,28,15510,Low
132,3,150,saab,gas,turbo,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500,19,26,18150,Medium
133,2,104,saab,gas,turbo,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500,19,26,18620,Medium
134,2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.23582089552238822,0.264957264957265,0.49166666666666714,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900,31,36,5118,Low
135,2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.25074626865671656,0.2820512820512823,0.49166666666666714,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400,26,31,7053,Low
136,2,83,subaru,gas,std,two,hatchback,4wd,front,93.3,0.24179104477611965,0.2991452991452991,0.6583333333333338,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400,26,31,7603,Low
137,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,0.3916666666666669,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800,32,37,7126,Low
138,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,0.3916666666666669,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400,28,33,7775,Low
139,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,0.3916666666666669,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200,26,32,9960,Low
140,0,102,subaru,gas,std,four,sedan,4wd,front,97.0,0.46119402985074637,0.4358974358974365,0.5416666666666666,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800,24,25,9233,Low
141,0,102,subaru,gas,turbo,four,sedan,4wd,front,97.0,0.46119402985074637,0.4358974358974365,0.5416666666666666,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800,24,29,11259,Low
142,0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.4835820895522389,0.4358974358974365,0.43333333333333357,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800,28,32,7463,Low
143,0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.4835820895522389,0.4358974358974365,0.43333333333333357,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200,25,31,10198,Low
144,0,85,subaru,gas,std,four,wagon,4wd,front,96.9,0.48507462686567165,0.4358974358974365,0.5916666666666668,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800,23,29,8013,Low
145,0,85,subaru,gas,turbo,four,wagon,4wd,front,96.9,0.48507462686567165,0.4358974358974365,0.5916666666666668,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800,23,23,11694,Low
146,1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,0.5583333333333336,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,35,39,5348,Low
147,1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,0.5583333333333336,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,31,38,6338,Low
148,1,74,toyota,gas,std,four,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,0.5583333333333336,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,31,38,6488,Low
149,0,77,toyota,gas,std,four,wagon,fwd,front,95.7,0.42686567164179096,0.2820512820512823,0.941666666666667,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,31,37,6918,Low
150,0,81,toyota,gas,std,four,wagon,4wd,front,95.7,0.42686567164179096,0.2820512820512823,0.941666666666667,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,27,32,7898,Low
151,0,91,toyota,gas,std,four,wagon,4wd,front,95.7,0.42686567164179096,0.2820512820512823,0.941666666666667,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,27,32,8778,Low
152,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.43333333333333357,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,30,37,6938,Low
153,0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.4166666666666667,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,30,37,7198,Low
154,0,91,toyota,diesel,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.43333333333333357,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500,34,36,7898,Low
155,0,91,toyota,diesel,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.4166666666666667,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500,38,47,7788,Low
156,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.43333333333333357,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,38,47,7738,Low
157,0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.4166666666666667,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,28,34,8358,Low
158,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.4166666666666667,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,28,34,9258,Low
159,1,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.4119402985074626,0.3162393162393164,0.40000000000000036,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,29,34,8058,Low
160,1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.4119402985074626,0.3162393162393164,0.40000000000000036,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,29,34,8238,Low
161,1,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.4119402985074626,0.3162393162393164,0.40000000000000036,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600,26,29,9298,Low
162,1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.4119402985074626,0.3162393162393164,0.40000000000000036,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600,26,29,9538,Low
163,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2540,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,30,8449,Low
164,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2536,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,30,9639,Low
165,2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2551,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,30,9989,Low
166,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2679,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,30,11199,Low
167,2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2714,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,30,11549,Low
168,2,134,toyota,gas,std,two,convertible,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.43333333333333357,2975,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,30,17669,Low
169,-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5916666666666668,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200,29,34,8948,Low
170,-1,65,toyota,diesel,turbo,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5916666666666668,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500,30,33,10698,Low
171,-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5083333333333334,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200,27,32,9988,Low
172,-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5916666666666668,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200,27,32,10898,Low
173,-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5083333333333334,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200,27,32,11248,Low
174,3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.6328358208955225,0.6324786324786328,0.35000000000000026,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200,20,24,16558,Medium
175,3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.6328358208955225,0.6324786324786328,0.35000000000000026,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200,19,24,15998,Medium
176,-1,90,toyota,gas,std,four,sedan,rwd,front,104.5,0.6970149253731346,0.52991452991453,0.5250000000000004,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200,20,24,15690,Medium
177,-1,122.0,toyota,gas,std,four,wagon,rwd,front,104.5,0.6970149253731346,0.52991452991453,0.5250000000000004,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200,19,24,15750,Medium
178,2,122,volkswagen,diesel,std,two,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2261,ohc,four,97,idi,3.01,3.40,23.0,52.0,4800,37,46,7775,Low
179,2,122,volkswagen,gas,std,two,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2209,ohc,four,109,mpfi,3.19,3.40,9.0,85.0,5250,27,34,7975,Low
180,2,94,volkswagen,diesel,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2264,ohc,four,97,idi,3.01,3.40,23.0,52.0,4800,37,46,7995,Low
181,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2212,ohc,four,109,mpfi,3.19,3.40,9.0,85.0,5250,27,34,8195,Low
182,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2275,ohc,four,109,mpfi,3.19,3.40,9.0,85.0,5250,27,34,8495,Low
183,2,94,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2319,ohc,four,97,idi,3.01,3.40,23.0,68.0,4500,37,42,9495,Low
184,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2300,ohc,four,109,mpfi,3.19,3.40,10.0,100.0,5500,26,32,9995,Low
185,3,122.0,volkswagen,gas,std,two,convertible,fwd,front,94.5,0.27164179104477637,0.33333333333333376,0.6500000000000004,2254,ohc,four,109,mpfi,3.19,3.40,8.5,90.0,5500,24,29,11595,Low
186,3,256,volkswagen,gas,std,two,hatchback,fwd,front,94.5,0.3671641791044775,0.3162393162393164,0.3000000000000001,2221,ohc,four,109,mpfi,3.19,3.40,8.5,90.0,5500,24,29,9980,Low
187,0,122.0,volkswagen,gas,std,four,sedan,fwd,front,100.4,0.5835820895522387,0.5641025641025647,0.6083333333333337,2661,ohc,five,136,mpfi,3.19,3.40,8.5,110.0,5500,19,24,13295,Low
188,0,122.0,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,0.5835820895522387,0.5641025641025647,0.6083333333333337,2579,ohc,four,97,idi,3.01,3.40,23.0,68.0,4500,33,38,13845,Low
189,0,122.0,volkswagen,gas,std,four,wagon,fwd,front,100.4,0.6268656716417911,0.5641025641025647,0.6083333333333337,2563,ohc,four,109,mpfi,3.19,3.40,9.0,88.0,5500,25,31,12290,Low
190,-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.7000000000000005,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,23,28,12940,Low
191,-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.8083333333333336,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,23,28,13415,Low
192,-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.7000000000000005,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,24,28,15985,Low
193,-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.8083333333333336,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,24,28,16515,Low
194,-2,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.7000000000000005,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100,17,22,18420,Medium
195,-1,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.8083333333333336,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100,17,22,18950,Medium
196,-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,0.6416666666666669,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,23,28,16845,Low
197,-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.7264957264957264,0.6416666666666669,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300,19,25,19045,Medium
198,-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,0.6416666666666669,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500,18,23,21485,Medium
199,-1,95,volvo,diesel,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,0.6416666666666669,3217,ohc,six,145,idi,3.01,3.40,23.0,106.0,4800,26,27,22470,Low
200,-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,0.6416666666666669,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,19,25,22625,Low
